"user_genome","Product.Prediction","BiG.SCAPE.class"
"SRR11622295bin.3","lanthipeptide-class-iv","RiPPs"
"SRR12659390bin.16","terpene","Terpene"
"S387bin.32","acyl_amino_acids","Others"
"SRR11613400bin.24","RiPP-like","RiPPs"
"SRR5919098rbin.2","siderophore","Others"
"SRR6266702rbin.7","T2PKS","PKSother"
"S120bin.1","T1PKS","PKSI"
"SRR10360620bin.4","oligosaccharide","Saccharides"
"SRR350920rebin.4","acyl_amino_acids","Others"
"SRR11719875bin.6","terpene","Terpene"
"S383bin.7","NRPS","NRPS"
"SRR9691044rbin.5","transAT-PKS-like","PKSother"
"SRR9289417rbin.1","terpene","Terpene"
"SRR9691058rbin.21","RiPP-like","RiPPs"
"SRR5262248rbin.8","RiPP-like","RiPPs"
"SRR12676702bin.21","NRPS","NRPS"
"SRR5195144rbin.30","NRPS.NRPS-like","NRPS"
"SRR8879133rbin.70","RiPP-like","RiPPs"
"SRR12676702bin.26","redox-cofactor","Others"
"SRR5579884rbin.11","T3PKS","PKSother"
"SRR10127265bin.3","RiPP-like","RiPPs"
"SRR9691054rbin.4","NRPS","NRPS"
"S132bin.4","T1PKS","PKSI"
"D4rbin.13","T1PKS","PKSI"
"SRR7882662rbin.84","indole","Others"
"SRR11842679bin.23","butyrolactone","Others"
"SRR5262246rbin.10","hglE-KS","PKSother"
"SRR1926113rbin.13","NRPS","NRPS"
"SRR3985420rbin.12","resorcinol","Others"
"SRR5690606rbin.171","terpene","Terpene"
"SRR7026564rbin.3","redox-cofactor","Others"
"SRR5823602rbin.1","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR12659394bin.30","hglE-KS","PKSother"
"SRR7004203rbin.4","redox-cofactor","Others"
"SRR7004196rbin.1","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR5260221rbin.17","RiPP-like","RiPPs"
"SRR11031422bin.12","terpene","Terpene"
"SRR6266571rbin.7","RRE-containing","RiPPs"
"SRR12773037bin.1","lassopeptide","RiPPs"
"SRR7094830rbin.4","NRPS-like","NRPS"
"SRR7004344rbin.15","NRPS-like","NRPS"
"S390bin.17","NRPS","NRPS"
"SRR12917226bin.2","RiPP-like","RiPPs"
"S35rbin.10","terpene","Terpene"
"S191bin.10","RRE-containing","RiPPs"
"S386bin.6","NRPS","NRPS"
"SRR5855416rbin.5","NRPS-like","NRPS"
"SRR9656165rbin.12","terpene","Terpene"
"SRR12608598bin.3","arylpolyene","Others"
"SRR12102597bin.5","NRPS-like","NRPS"
"SRR5678814rbin.13","microviridin","RiPPs"
"SRR7093793rbin.4","terpene.T3PKS","Others"
"SRR4241755rbin.8","RiPP-like","RiPPs"
"SRR12692786bin.29","RiPP-like","RiPPs"
"SRR9691044rbin.8","betalactone","Others"
"SRR3985421rbin.7","RiPP-like","RiPPs"
"R99rbin.3","NRPS","NRPS"
"SRR9650533rbin.9","NRPS","NRPS"
"SRR6958552rbin.51","hglE-KS","PKSother"
"SRR10585489bin.7","NRPS-like","NRPS"
"SRR6185295rbin.18","NRPS-like","NRPS"
"SRR5823604rbin.9","T3PKS","PKSother"
"SRR10489815bin.3","NRPS-like","NRPS"
"SRR5177928rbin.4","phosphonate","Others"
"SRR5208282rbin.16","ranthipeptide","RiPPs"
"SRR6201999rbin.1","NRPS","NRPS"
"SRR8439262rbin.51","NRPS","NRPS"
"S21rbin.14","NRPS.NRPS-like","NRPS"
"S308bin.6","NRPS","NRPS"
"innerS1rbin.4","terpene","Terpene"
"SRR13115019bin.52","terpene","Terpene"
"SRR5195142rbin.4","NRPS-like","NRPS"
"S23rbin.3","RRE-containing","RiPPs"
"SRR6201991rbin.3","NRPS","NRPS"
"SRR5133178rbin.19","RRE-containing","RiPPs"
"SRR10360643bin.1","terpene","Terpene"
"SRR5195133rbin.21","RiPP-like","RiPPs"
"SRR6267143rbin.3","RiPP-like","RiPPs"
"SRR12659369bin.33","terpene","Terpene"
"SRR10489816bin.2","T3PKS","PKSother"
"SRR3990174rbin.11","NRPS-like","NRPS"
"SRR6683739rbin.3","arylpolyene","Others"
"SRR3988264rbin.5","T3PKS","PKSother"
"SRR5690606rbin.74","terpene","Terpene"
"SRR8439262rbin.44","NRPS","NRPS"
"D1rbin.12","ladderane","Others"
"SRR5680860rbin.12","ectoine","Others"
"SRR8554898rbin.41","T1PKS","PKSI"
"SRR11742962bin.36","terpene","Terpene"
"SRR9650391rbin.4","NRPS-like","NRPS"
"SRR7967784rbin.9","T1PKS","PKSI"
"SRR5271157rbin.34","thioamitides","Others"
"SRR7042351rbin.7","ranthipeptide","RiPPs"
"innerS2rbin.10","RiPP-like","RiPPs"
"SRR6201996rbin.1","arylpolyene","Others"
"S168bin.9","NRPS","NRPS"
"SRR11794808bin.41","NRPS","NRPS"
"Cxia5_Bbin.4","RiPP-like","RiPPs"
"SRR12681512bin.3","terpene","Terpene"
"SRR1926121rbin.2","NRPS","NRPS"
"SRR5262254rbin.2","NRPS","NRPS"
"S412bin.8","hserlactone","Others"
"SRR7448200rbin.6","RRE-containing","RiPPs"
"SRR6201996rbin.3","NRPS-like","NRPS"
"SRR5195132rbin.2","NRPS","NRPS"
"SRR10998592bin.16","NRPS","NRPS"
"SRR6516165rbin.1","NAPAA","NRPS"
"SRR5209943rbin.40","RiPP-like","RiPPs"
"SRR5678806rbin.11","T1PKS","PKSI"
"SRR7094834rbin.7","RiPP-like","RiPPs"
"S244bin.33","ectoine","Others"
"S193bin.3","NRPS-like","NRPS"
"SRR6195974rbin.67","NRPS-like","NRPS"
"SRR7976247rbin.13","T3PKS","PKSother"
"S48rbin.5","lanthipeptide-class-iv","RiPPs"
"SRR10968246bin.22","arylpolyene","Others"
"SRR12688413bin.16","indole","Others"
"SRR3401991rbin.4","thioamitides","Others"
"SRR11051946bin.2","siderophore","Others"
"SRR3985624rbin.16","arylpolyene","Others"
"SRR11836565bin.4","T1PKS","PKSI"
"ERR4661010rbin.4","NRPS","NRPS"
"S120bin.1","ectoine","Others"
"SRR6185437rbin.52","terpene","Terpene"
"SRR6517654rbin.8","NRPS","NRPS"
"zpcx_1rbin.6","RiPP-like","RiPPs"
"R101bin.8","NRPS","NRPS"
"D2rbin.13","terpene","Terpene"
"SRR12347814bin.7","RiPP-like","RiPPs"
"SRR10260011bin.6","ladderane","Others"
"SRR8554643rbin.43","RRE-containing","RiPPs"
"S238bin.6","T3PKS","PKSother"
"SRR8556377rbin.95","NRPS-like","NRPS"
"SRR7976149rbin.9","ladderane","Others"
"S412bin.5","NRPS","NRPS"
"SRR10929040bin.1","terpene","Terpene"
"SRR3971189rbin.39","butyrolactone","Others"
"SRR9691054rbin.4","NRPS","NRPS"
"S342bin.1","NRPS-like","NRPS"
"SRR10489824bin.5","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR8556377rbin.121","RiPP-like","RiPPs"
"SRR5690606rbin.196","ectoine","Others"
"SRR351474rebin.12","lassopeptide","RiPPs"
"S175bin.7","terpene","Terpene"
"SRR6184671rbin.42","NRPS-like","NRPS"
"S274bin.3","terpene","Terpene"
"SRR3985421rbin.10","hglE-KS","PKSother"
"SRR11836028bin.6","indole","Others"
"SRR12659399bin.21","proteusin.RRE-containing","RiPPs"
"S287bin.6","NRPS-like","NRPS"
"SRR8879137rbin.48","NRPS","NRPS"
"SRR7967784rbin.9","terpene","Terpene"
"SRR8554898rbin.63","betalactone","Others"
"SRR5690606rbin.102","redox-cofactor","Others"
"SRR5713226rbin.2","RiPP-like","RiPPs"
"S9rebin.7","T1PKS","PKSI"
"R99rbin.5","siderophore","Others"
"SRR7097860rbin.26","T1PKS","PKSI"
"SRR8556377rbin.65","RRE-containing","RiPPs"
"SRR9691051rbin.5","terpene","Terpene"
"SRR11051945bin.2","NRPS","NRPS"
"SRR5882724rbin.11","terpene","Terpene"
"SRR5579871rbin.20","NRPS-like","NRPS"
"S50rbin.6","NRPS","NRPS"
"SRR9656168rbin.9","NRPS","NRPS"
"SRR12676702bin.5","lanthipeptide-class-iv","RiPPs"
"SRR5208282rbin.15","RiPP-like","RiPPs"
"SRR11449186bin.52","hglE-KS","PKSother"
"SRR10260011bin.2","hglE-KS","PKSother"
"R99rbin.5","NRPS-like","NRPS"
"S279bin.5","T3PKS","PKSother"
"SRR12659390bin.23","cyanobactin","RiPPs"
"SRR7026262rbin.8","RiPP-like","RiPPs"
"SRR9691046rbin.9","linaridin","RiPPs"
"SRR11829117bin.1","lanthipeptide-class-ii","RiPPs"
"SRR8554511rbin.119","T3PKS","PKSother"
"SRR5579875rbin.84","terpene","Terpene"
"SRR5271163rbin.4","T1PKS","PKSI"
"SRR7976149rbin.9","T1PKS","PKSI"
"SRR8558719rbin.10","redox-cofactor","Others"
"S265bin.4","betalactone","Others"
"SRR8554504rbin.48","ranthipeptide","RiPPs"
"SRR9691053rbin.1","RRE-containing","RiPPs"
"DRR160710rebin.1","terpene","Terpene"
"SRR5195146rbin.6","arylpolyene","Others"
"S258bin.21","NRPS","NRPS"
"S390bin.21","RiPP-like","RiPPs"
"SRR10585489bin.10","terpene","Terpene"
"SRR9656165rbin.4","arylpolyene","Others"
"SRR12676714bin.14","indole","Others"
"S225bin.4","lanthipeptide-class-i","RiPPs"
"SRR7448277rbin.14","arylpolyene","Others"
"SRR5823598rbin.16","NRPS-like","NRPS"
"SRR10968225bin.2","NRPS","NRPS"
"SRR5215208rbin.1","NRPS","NRPS"
"SRR8553628rbin.6","NRPS-like","NRPS"
"SRR5916047rbin.2","RiPP-like","RiPPs"
"SRR7027369rbin.1","RiPP-like","RiPPs"
"SRR5215473rbin.21","RiPP-like","RiPPs"
"SRR7006909rbin.13","redox-cofactor","Others"
"SRR7004203rbin.17","terpene","Terpene"
"S288bin.8","T1PKS","PKSI"
"SRR7026480rbin.3","NRPS","NRPS"
"SRR8881011rbin.20","T1PKS","PKSI"
"SRR9691054rbin.4","NRPS","NRPS"
"SRR351473rebin.36","terpene","Terpene"
"SRR5581483rbin.65","NRPS.T1PKS","PKS-NRP_Hybrids"
"S264bin.8","NRPS","NRPS"
"SRR2093878rbin.6","NRPS-like","NRPS"
"SRR10695396bin.2","NRPS","NRPS"
"SRR5582390rbin.21","terpene","Terpene"
"SRR7091524rbin.5","siderophore","Others"
"SRR12659399bin.14","ranthipeptide","RiPPs"
"ERR1051325rbin.8","RRE-containing","RiPPs"
"S383bin.7","NRPS","NRPS"
"SRR11674063bin.17","resorcinol","Others"
"S257bin.7","terpene","Terpene"
"SRR13115019bin.1","NRPS-like","NRPS"
"S406bin.5","RiPP-like","RiPPs"
"SRR8543488rbin.18","lanthipeptide-class-iv","RiPPs"
"SRR7457711rbin.8","lanthipeptide-class-ii","RiPPs"
"SRR6193119rbin.19","RiPP-like","RiPPs"
"S8rebin.10","RRE-containing","RiPPs"
"SRR908272rebin.11","RiPP-like","RiPPs"
"SRR7093796rbin.19","terpene","Terpene"
"SRR7003764rbin.21","NRPS","NRPS"
"SRR11613357bin.91","terpene","Terpene"
"SRR7686993rbin.9","terpene","Terpene"
"SRR5882757rbin.1","indole","Others"
"S390bin.21","RiPP-like","RiPPs"
"S132bin.4","NRPS","NRPS"
"SRR5195133rbin.12","NRPS-like","NRPS"
"S309bin.5","RiPP-like","RiPPs"
"S387bin.9","terpene","Terpene"
"SRR10695396bin.3","NRPS","NRPS"
"SRR8881010rbin.14","RiPP-like","RiPPs"
"SRR7026571rbin.11","NRPS","NRPS"
"SRR10954984bin.6","ladderane","Others"
"SRR11449177bin.26","NRPS","NRPS"
"S354bin.18","NRPS-like","NRPS"
"SRR8558719rbin.9","NRPS","NRPS"
"SRR5437868rbin.4","NRPS","NRPS"
"SRR12681510bin.36","thioamitides","Others"
"SRR7026571rbin.6","arylpolyene","Others"
"S135bin.7","arylpolyene","Others"
"SRR12681512bin.11","RiPP-like","RiPPs"
"SRR11743100bin.2","RiPP-like","RiPPs"
"SRR11678605bin.2","NRPS","NRPS"
"SRR10159355bin.23","NRPS-like","NRPS"
"S286bin.2","arylpolyene","Others"
"SRR11719874bin.4","terpene","Terpene"
"SRR9044097rbin.6","arylpolyene","Others"
"SRR1924237rbin.11","T1PKS","PKSI"
"SRR8549365rbin.1","RiPP-like","RiPPs"
"SRR5680860rbin.10","betalactone","Others"
"SRR10586129bin.1","arylpolyene","Others"
"SRR908279rebin.2","NRPS","NRPS"
"SRR11743100bin.20","RiPP-like","RiPPs"
"SRR9009773bin.143","RiPP-like","RiPPs"
"S393bin.9","betalactone","Others"
"SRR5262248rbin.9","RiPP-like","RiPPs"
"SRR10695399bin.4","indole","Others"
"SRR11742809bin.13","T3PKS","PKSother"
"SRR12676713bin.2","NRPS","NRPS"
"SRR5918986rbin.3","T3PKS","PKSother"
"ERR4660996bin.3","terpene","Terpene"
"S185bin.6","RRE-containing","RiPPs"
"SRR5678814rbin.2","T3PKS","PKSother"
"S390bin.17","NRPS-like","NRPS"
"SRR10954984bin.15","arylpolyene","Others"
"SRR12659399bin.16","redox-cofactor","Others"
"SRR12102597bin.5","terpene","Terpene"
"SRR5855428rbin.6","RRE-containing","RiPPs"
"S7rebin.4","ectoine","Others"
"SRR5690606rbin.59","terpene","Terpene"
"SRR6202521rbin.3","ladderane","Others"
"SRR10948449bin.9","NRPS","NRPS"
"SRR11051938bin.5","NRPS","NRPS"
"SRR7003761rbin.5","NRPS","NRPS"
"SRR11467479bin.3","NRPS","NRPS"
"SRR11743028bin.35","terpene","Terpene"
"SRR5877196rbin.4","RiPP-like","RiPPs"
"SRR8554485rbin.107","RiPP-like","RiPPs"
"SRR9694538rbin.20","NRPS","NRPS"
"S75rbin.33","lanthipeptide-class-ii","RiPPs"
"SRR10585489bin.7","terpene","Terpene"
"innerS8rbin.10","T1PKS","PKSI"
"SRR11829113bin.2","ectoine","Others"
"SRR908276rebin.2","arylpolyene","Others"
"SRR9648393rbin.2","siderophore","Others"
"S13rbin.8","acyl_amino_acids","Others"
"S141bin.5","T1PKS","PKSI"
"S61rbin.5","lanthipeptide-class-ii","RiPPs"
"SRR11449188bin.18","transAT-PKS-like","PKSother"
"SRR1029957rbin.2","siderophore","Others"
"SRR5262245rbin.1","terpene","Terpene"
"SRR7026343rbin.2","phosphonate","Others"
"SRR5258706rbin.9","terpene","Terpene"
"SRR6185312rbin.73","RiPP-like","RiPPs"
"SRR5579885rbin.38","T3PKS","PKSother"
"SRR8185402rbin.2","RRE-containing","RiPPs"
"SRR3985624rbin.39","NRPS","NRPS"
"SRR12676702bin.21","NRPS","NRPS"
"S288bin.8","arylpolyene","Others"
"S386bin.6","RiPP-like","RiPPs"
"SRR12681395bin.9","T3PKS","PKSother"
"S70rbin.14","terpene","Terpene"
"SRR12347822bin.11","terpene","Terpene"
"SRR11613358bin.2","NRPS-like","NRPS"
"S383bin.7","RiPP-like","RiPPs"
"SRR5195118rbin.39","lassopeptide","RiPPs"
"S70rbin.11","T1PKS","PKSI"
"SRR11613357bin.75","NRPS","NRPS"
"SRR7448260rbin.7","NRPS","NRPS"
"SRR5195147rbin.6","terpene","Terpene"
"S38rbin.4","NRPS","NRPS"
"S120bin.12","NRPS-like","NRPS"
"S128bin.3","transAT-PKS-like","PKSother"
"S263bin.1","terpene","Terpene"
"SRR3990174rbin.88","terpene","Terpene"
"SRR5829542rbin.16","NRPS-like","NRPS"
"S334bin.12","NRPS-like","NRPS"
"S12rbin.4","ectoine","Others"
"S335bin.2","NRPS-like","NRPS"
"SRR5215210rbin.11","NRPS","NRPS"
"SRR11051938bin.5","NRPS","NRPS"
"SRR8879130rbin.61","NRPS-like","NRPS"
"SRR11743100bin.46","lassopeptide","RiPPs"
"SRR5855436rbin.14","T1PKS","PKSI"
"zpcx_11bin.2","NRPS-like","NRPS"
"Z3jian_bin.16","RiPP-like","RiPPs"
"SRR6958552rbin.7","T1PKS","PKSI"
"S354bin.16","NRPS","NRPS"
"innerS5rbin.1","NAPAA","NRPS"
"SRR9009773bin.344","terpene","Terpene"
"SRR7101595rbin.26","redox-cofactor","Others"
"SRR8863178rbin.7","RiPP-like","RiPPs"
"S246bin.11","arylpolyene","Others"
"SRR3973802rbin.4","terpene","Terpene"
"SRR3985525rbin.6","T3PKS","PKSother"
"S91rbin.5","redox-cofactor","Others"
"SRR7026259rbin.1","terpene","Terpene"
"SRR9691056rbin.3","NRPS-like","NRPS"
"SRR13115019bin.70","T1PKS","PKSI"
"SRR7629275rbin.1","terpene","Terpene"
"SRR10998593bin.6","ranthipeptide","RiPPs"
"ERR4661007bin.6","RiPP-like","RiPPs"
"SRR11829116bin.4","lanthipeptide-class-ii","RiPPs"
"SRR11836037bin.32","NRPS-like","NRPS"
"S173bin.4","RiPP-like","RiPPs"
"SRR12349250bin.4","T1PKS","PKSI"
"SRR9656166rbin.10","NAPAA","NRPS"
"SRR5209028rbin.45","NRPS-like","NRPS"
"SRR5195145rbin.11","NRPS-like","NRPS"
"S412bin.8","NRPS-like","NRPS"
"SRR11672840bin.25","phosphonate","Others"
"SRR8500450rbin.3","transAT-PKS-like","PKSother"
"SRR7015891rbin.7","siderophore","Others"
"SRR6181342rbin.4","RiPP-like","RiPPs"
"SRR11836565bin.4","other","Others"
"SRR5210213rbin.16","hserlactone","Others"
"S163bin.3","lassopeptide","RiPPs"
"SRR8881009rbin.34","terpene","Terpene"
"SRR12844108bin.8","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR12917169bin.3","arylpolyene","Others"
"SRR12676706bin.11","NRPS","NRPS"
"SRR8549365rbin.10","RRE-containing","RiPPs"
"SRR8861596bin.2","terpene","Terpene"
"S384bin.1","terpene","Terpene"
"SRR5947209rbin.11","NRPS","NRPS"
"SRR12170519bin.38","T3PKS","PKSother"
"SRR5699024rbin.89","T3PKS","PKSother"
"SRR5195147rbin.1","NRPS","NRPS"
"S72rbin.11","redox-cofactor","Others"
"SRR11743028bin.15","lassopeptide","RiPPs"
"S143bin.12","terpene","Terpene"
"zpcx_26bin.15","RiPP-like","RiPPs"
"SRR10376087bin.5","RiPP-like","RiPPs"
"S233bin.3","terpene","Terpene"
"SRR11614242bin.30","betalactone","Others"
"SRR10360640bin.22","NRPS-like","NRPS"
"SRR5918996rbin.10","RiPP-like","RiPPs"
"SRR5195132rbin.2","NRPS","NRPS"
"S3rebin.4","LAP","RiPPs"
"SRR11051938bin.5","RRE-containing","RiPPs"
"SRR8536189rbin.8","terpene","Terpene"
"S379bin.1","thioamitides","Others"
"SRR12917226bin.2","NRPS","NRPS"
"SRR5208282rbin.12","RiPP-like","RiPPs"
"SRR5680860rbin.12","T3PKS","PKSother"
"SRR3712184rbin.18","LAP","RiPPs"
"SRR8500456rbin.2","NRPS-like","NRPS"
"SRR11836028bin.2","RiPP-like","RiPPs"
"SRR7093797bin.38","T3PKS","PKSother"
"S279bin.5","NRPS","NRPS"
"S191bin.25","terpene","Terpene"
"SRR10695396bin.3","RiPP-like","RiPPs"
"SRR10954968bin.4","transAT-PKS-like","PKSother"
"SRR5133178rbin.7","NRPS","NRPS"
"SRR7094834rbin.6","NRPS-like","NRPS"
"SRR10695392bin.3","arylpolyene","Others"
"SRR9694538rbin.20","NRPS-like","NRPS"
"SRR9865947rbin.8","RiPP-like","RiPPs"
"SRR5882757rbin.5","terpene","Terpene"
"SRR1955040rbin.34","PUFA","Others"
"SRR3985625rbin.7","terpene","Terpene"
"SRR10489816bin.2","LAP","RiPPs"
"SRR5919202rbin.4","ranthipeptide","RiPPs"
"SRR5919342rbin.2","terpene","Terpene"
"SRR12060219bin.12","terpene","Terpene"
"SRR7497550rbin.3","T3PKS","PKSother"
"SRR6266567rbin.19","NRPS-like","NRPS"
"SRR11842680bin.61","terpene","Terpene"
"SRR11614242bin.36","RRE-containing","RiPPs"
"SRR7042365rbin.7","betalactone","Others"
"SRR1586309rbin.17","RiPP-like","RiPPs"
"S279bin.1","NRPS","NRPS"
"S385bin.13","RiPP-like","RiPPs"
"SRR8931206rbin.13","arylpolyene","Others"
"SRR8536201rbin.1","NRPS","NRPS"
"S168bin.7","hserlactone","Others"
"S262bin.20","NRPS","NRPS"
"SRR10489839bin.1","terpene","Terpene"
"D4rbin.1","NRPS-like","NRPS"
"S63rbin.4","terpene","Terpene"
"S186bin.1","redox-cofactor","Others"
"S140bin.10","terpene","Terpene"
"SRR7042353rbin.8","NRPS-like","NRPS"
"D3rbin.13","resorcinol","Others"
"SRR11836412bin.12","RiPP-like","RiPPs"
"SRR3401989rbin.3","NRPS","NRPS"
"S261bin.12","RiPP-like","RiPPs"
"SRR5918996rbin.22","phosphonate","Others"
"S141bin.5","butyrolactone","Others"
"SRR1586316rbin.6","RiPP-like","RiPPs"
"SRR10585488bin.12","NRPS","NRPS"
"SRR5262248rbin.32","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR6185295rbin.22","NRPS-like","NRPS"
"SRR8487025rbin.5","RiPP-like","RiPPs"
"SRR5579885rbin.30","RiPP-like","RiPPs"
"SRR7003764rbin.21","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR11742949bin.20","RiPP-like","RiPPs"
"S380bin.3","terpene","Terpene"
"SRR8879131rbin.55","terpene","Terpene"
"SRR3985526rbin.9","NRPS-like","NRPS"
"SRR3985525rbin.1","T3PKS","PKSother"
"SRR11679678bin.12","ranthipeptide","RiPPs"
"SRR7094548rbin.13","RiPP-like","RiPPs"
"SRR6056298rbin.7","terpene","Terpene"
"S400bin.14","RRE-containing","RiPPs"
"SRR6185512rbin.1","T1PKS","PKSI"
"SRR8438987rbin.18","NRPS","NRPS"
"R97rbin.9","T3PKS","PKSother"
"SRR12473531bin.4","NRPS","NRPS"
"SRR8558719rbin.9","NRPS","NRPS"
"SRR6517650rbin.5","lanthipeptide-class-v","RiPPs"
"SRR7097862rbin.18","terpene","Terpene"
"SRR5690606rbin.116","NRPS","NRPS"
"SRR8544467rbin.26","terpene","Terpene"
"S184bin.3","siderophore","Others"
"ERR4661006rbin.3","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR12377071bin.7","terpene","Terpene"
"SRR3990169rbin.52","RiPP-like","RiPPs"
"SRR6958552rbin.3","NRPS","NRPS"
"SRR6201991rbin.4","NRPS","NRPS"
"R26rbin.3","RiPP-like","RiPPs"
"S75rbin.33","NRPS","NRPS"
"SRR3985523rbin.15","RiPP-like","RiPPs"
"S182bin.5","T1PKS","PKSI"
"SRR9691051rbin.13","RRE-containing","RiPPs"
"SRR11833494bin.14","siderophore","Others"
"SRR13115019bin.52","terpene","Terpene"
"SRR11835640bin.30","NRPS","NRPS"
"SRR2546423rbin.7","redox-cofactor","Others"
"SRR13115018bin.68","lassopeptide","RiPPs"
"SRR3401991rbin.4","T3PKS","PKSother"
"SRR12917102bin.1","RiPP-like","RiPPs"
"SRR1926113rbin.13","RiPP-like","RiPPs"
"SRR11842680bin.55","NRPS-like","NRPS"
"SRR8931236rbin.23","T1PKS","PKSI"
"S122bin.5","RiPP-like","RiPPs"
"S173bin.7","siderophore","Others"
"SRR8558721rbin.5","NRPS","NRPS"
"S23rbin.5","RiPP-like","RiPPs"
"SRR12844103bin.14","NRPS","NRPS"
"SRR7091524rbin.9","arylpolyene","Others"
"S400bin.14","RiPP-like","RiPPs"
"SRR12676713bin.2","NRPS","NRPS"
"SRR5195143rbin.2","T3PKS","PKSother"
"SRR4026206rbin.1","RRE-containing","RiPPs"
"S354bin.5","NRPS","NRPS"
"S308bin.6","NRPS","NRPS"
"SRR11285378bin.19","NRPS.transAT-PKS-like","PKS-NRP_Hybrids"
"SRR12659399bin.3","T3PKS","PKSother"
"SRR10954968bin.4","NRPS","NRPS"
"S120bin.12","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR7093794rbin.15","arylpolyene","Others"
"SRR11742962bin.10","terpene","Terpene"
"SRR12284406bin.16","lassopeptide","RiPPs"
"S56rbin.4","terpene","Terpene"
"SRR5195144rbin.7","RRE-containing","RiPPs"
"SRR7015892rbin.2","T3PKS","PKSother"
"ERR4661000rbin.2","terpene","Terpene"
"S279bin.13","NRPS","NRPS"
"S21rbin.28","indole","Others"
"SRR8558721rbin.5","NRPS","NRPS"
"SRR9656168rbin.9","RiPP-like","RiPPs"
"SRR9009773bin.122","terpene","Terpene"
"S262bin.13","RiPP-like","RiPPs"
"SRR6193119rbin.21","NRPS","NRPS"
"SRR8439262rbin.42","T1PKS","PKSI"
"SRR8438990rbin.28","NRPS","NRPS"
"SRR8536201rbin.1","NRPS","NRPS"
"SRR11829115bin.4","hglE-KS","PKSother"
"SRR6152564rbin.16","RiPP-like","RiPPs"
"S4rebin.4","NRPS","NRPS"
"SRR3989338rbin.89","RiPP-like","RiPPs"
"SRR5664280rbin.13","redox-cofactor","Others"
"SRR10376087bin.85","NRPS-like","NRPS"
"SRR5468416rbin.8","hserlactone","Others"
"SRR5582390rbin.42","RiPP-like","RiPPs"
"S75rbin.33","RRE-containing","RiPPs"
"SRR6202158rbin.7","NRPS","NRPS"
"SRR10360619bin.15","NRPS-like","NRPS"
"S179bin.2","RiPP-like","RiPPs"
"SRR10412088bin.5","NRPS-like","NRPS"
"S17rbin.20","ectoine","Others"
"SRR3985525rbin.5","hserlactone","Others"
"SRR3989338rbin.150","hserlactone","Others"
"S400bin.7","NRPS.NRPS-like","NRPS"
"SRR8558721rbin.7","NRPS","NRPS"
"SRR12681510bin.1","terpene","Terpene"
"S128bin.3","transAT-PKS-like","PKSother"
"SRR7093795rbin.9","RRE-containing","RiPPs"
"SRR6202023rbin.2","terpene","Terpene"
"S70rbin.9","T1PKS","PKSI"
"SRR8536188rbin.15","RiPP-like","RiPPs"
"S118bin.48","T3PKS","PKSother"
"SRR12347820bin.5","NRPS-like","NRPS"
"SRR8879137rbin.32","T3PKS","PKSother"
"SRR10998592bin.16","RRE-containing","RiPPs"
"SRR7094548rbin.8","NRPS","NRPS"
"SRR6517653rbin.7","NRPS","NRPS"
"SRR8863101rbin.3","NRPS","NRPS"
"SRR8536188rbin.10","NRPS","NRPS"
"SRR11467474bin.10","NRPS","NRPS"
"SRR7448260rbin.7","acyl_amino_acids","Others"
"SRR11829117bin.1","NRPS","NRPS"
"SRR10968254bin.1","NRPS","NRPS"
"SRR5195135rbin.10","T1PKS","PKSI"
"SRR8549365rbin.10","T3PKS","PKSother"
"SRR5195144rbin.30","NRPS.NRPS-like","NRPS"
"S143bin.31","T3PKS","PKSother"
"S269bin.3","ranthipeptide","RiPPs"
"S174bin.6","NRPS","NRPS"
"SRR11794808bin.46","RiPP-like","RiPPs"
"SRR5195132rbin.8","NRPS","NRPS"
"SRR12170519bin.32","terpene","Terpene"
"SRR11622295bin.8","hserlactone","Others"
"SRR5855419rbin.1","RRE-containing","RiPPs"
"SRR9009774bin.249","terpene","Terpene"
"SRR5690606rbin.139","NRPS.T1PKS","PKS-NRP_Hybrids"
"S75rbin.39","terpene","Terpene"
"SRR8556377rbin.85","terpene","Terpene"
"zpcx_12bin.4","terpene","Terpene"
"S309bin.4","acyl_amino_acids","Others"
"SRR10998590bin.7","NRPS","NRPS"
"SRR7970985rbin.5","NRPS-like","NRPS"
"SRR1586267rbin.11","RiPP-like","RiPPs"
"SRR12149476bin.8","redox-cofactor","Others"
"zpcx_2rbin.10","RRE-containing","RiPPs"
"SRR8558721rbin.5","NRPS","NRPS"
"SRR12756251bin.1","terpene","Terpene"
"SRR8556377rbin.28","resorcinol","Others"
"SRR8881010rbin.41","NRPS","NRPS"
"SRR9656163rbin.6","T3PKS","PKSother"
"SRR7094832rbin.6","terpene","Terpene"
"SRR11613032bin.48","NRPS-like","NRPS"
"SRR7003763rbin.22","siderophore","Others"
"S225bin.8","NRPS-like","NRPS"
"SRR10953937bin.22","NRPS","NRPS"
"SRR5689334rbin.5","NRPS-like.T1PKS","PKS-NRP_Hybrids"
